Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
1599,78,13,71.64,3,4,2,342,9,REGULAR
2804,346,9,71.6,1,2,2,122,5,REGULAR
4865,408,5,71.5,1,1,2,112,4,REGULAR
2366,134,13,71.5,3,4,2,342,9,REGULAR
2977,44,12,71.5,4,3,2,432,9,PROMISING
1702,350,12,71.5,1,3,2,132,6,REGULAR
3271,3,6,71.4,4,1,2,412,7,PROMISING
1015,240,7,71.4,2,2,2,222,6,REGULAR
3762,132,11,71.4,3,3,2,332,8,REGULAR
4529,220,10,71.37,2,3,2,232,7,REGULAR
3384,31,10,71.35,4,3,2,432,9,PROMISING
4650,381,11,71.32,1,3,2,132,6,REGULAR
4246,29,8,71.31,4,2,2,422,8,PROMISING
4896,67,8,71.31,3,2,2,322,7,REGULAR
2786,280,7,71.3,1,2,2,122,5,REGULAR
3730,156,8,71.25,2,2,2,222,6,REGULAR
2830,191,11,71.2,2,3,2,232,7,REGULAR
1478,321,8,71.2,1,2,2,122,5,REGULAR
3678,541,6,71.2,1,1,2,112,4,REGULAR
3255,55,17,71.11,4,4,2,442,10,PROMISING
1773,59,9,71.1,3,2,2,322,7,REGULAR
4819,90,12,71.05,3,3,2,332,8,REGULAR
2542,36,8,71.0,4,2,2,422,8,PROMISING
4609,53,4,71.0,4,1,2,412,7,PROMISING
3428,289,8,71.0,1,2,2,122,5,REGULAR
3575,236,11,70.96,2,3,2,232,7,REGULAR
2980,247,7,70.96,2,2,2,222,6,REGULAR
1367,147,5,70.9,2,1,2,212,5,REGULAR
1962,205,10,70.81,2,3,2,232,7,REGULAR
3017,93,6,70.81,3,1,2,312,6,REGULAR
3764,50,12,70.8,4,3,2,432,9,PROMISING
3213,376,7,70.79,1,2,2,122,5,REGULAR
1516,336,4,70.72,1,1,2,112,4,REGULAR
2782,204,9,70.71,2,2,2,222,6,REGULAR
2460,12,9,70.7,4,2,2,422,8,PROMISING
4511,184,7,70.7,2,2,2,222,6,REGULAR
4675,60,10,70.6,3,3,2,332,8,REGULAR
2861,28,12,70.56,4,3,2,432,9,PROMISING
1337,5,4,70.5,4,1,2,412,7,PROMISING
4970,144,7,70.5,2,2,2,222,6,REGULAR
3671,80,9,70.46,3,2,2,322,7,REGULAR
1918,92,4,70.41,3,1,2,312,6,REGULAR
3716,50,9,70.41,4,2,2,422,8,PROMISING
2533,372,7,70.4,1,2,2,122,5,REGULAR
2921,398,9,70.4,1,2,2,122,5,REGULAR
1824,59,9,70.4,3,2,2,322,7,REGULAR
4183,349,17,70.39,1,4,2,142,7,REGULAR
4013,287,9,70.38,1,2,2,122,5,REGULAR
1411,313,4,70.32,1,1,2,112,4,REGULAR
1002,122,8,70.31,3,2,2,322,7,REGULAR
4041,75,10,70.3,3,3,2,332,8,REGULAR
4177,198,10,70.3,2,3,2,232,7,REGULAR
4122,68,9,70.26,3,2,2,322,7,REGULAR
4074,111,9,70.21,3,2,2,322,7,REGULAR
2521,16,10,70.2,4,3,2,432,9,PROMISING
3717,214,10,70.11,2,3,2,232,7,REGULAR
2680,141,8,70.1,2,2,2,222,6,REGULAR
1417,103,10,70.1,3,3,2,332,8,REGULAR
4901,319,8,70.0,1,2,2,122,5,REGULAR
2087,265,10,70.0,2,3,2,232,7,REGULAR
2726,395,8,69.92,1,2,2,122,5,REGULAR
1035,113,14,69.9,3,4,2,342,9,REGULAR
1875,154,5,69.9,2,1,2,212,5,REGULAR
2185,80,11,69.9,3,3,2,332,8,REGULAR
3884,267,5,69.8,2,1,2,212,5,REGULAR
4860,411,13,69.76,1,4,2,142,7,REGULAR
2882,188,11,69.75,2,3,2,232,7,REGULAR
2412,292,6,69.7,1,1,2,112,4,REGULAR
1188,355,8,69.7,1,2,2,122,5,REGULAR
2328,311,7,69.7,1,2,2,122,5,REGULAR
3129,522,6,69.65,1,1,2,112,4,REGULAR
3640,83,8,69.65,3,2,2,322,7,REGULAR
3986,42,12,69.61,4,3,2,432,9,PROMISING
3623,237,4,69.6,2,1,2,212,5,REGULAR
3985,68,15,69.6,3,4,2,342,9,REGULAR
1615,27,12,69.5,4,3,2,432,9,PROMISING
2744,225,8,69.5,2,2,2,222,6,REGULAR
2488,133,7,69.5,3,2,2,322,7,REGULAR
2239,17,12,69.41,4,3,2,432,9,PROMISING
2091,72,11,69.4,3,3,2,332,8,REGULAR
2955,207,15,69.4,2,4,2,242,8,REGULAR
2134,95,7,69.4,3,2,2,322,7,REGULAR
3208,40,12,69.4,4,3,2,432,9,PROMISING
2809,264,6,69.35,2,1,2,212,5,REGULAR
4697,110,12,69.32,3,3,2,332,8,REGULAR
3285,171,7,69.31,2,2,2,222,6,REGULAR
2702,217,9,69.31,2,2,2,222,6,REGULAR
4414,341,7,69.26,1,2,2,122,5,REGULAR
3399,164,15,69.26,2,4,2,242,8,REGULAR
4088,98,10,69.23,3,3,2,332,8,REGULAR
2119,97,8,69.2,3,2,2,322,7,REGULAR
4963,366,8,69.11,1,2,2,122,5,REGULAR
3338,135,9,69.1,3,2,2,322,7,REGULAR
1205,291,10,69.1,1,3,2,132,6,REGULAR
2299,50,7,69.07,4,2,2,422,8,PROMISING
4003,7,9,69.04,4,2,2,422,8,PROMISING
2796,74,12,69.0,3,3,2,332,8,REGULAR
4231,353,5,68.91,1,1,2,112,4,REGULAR
2732,272,10,68.9,1,3,2,132,6,REGULAR
3615,119,10,68.9,3,3,2,332,8,REGULAR
1151,104,5,68.8,3,1,2,312,6,REGULAR
3480,237,12,68.8,2,3,2,232,7,REGULAR
4794,64,11,68.8,3,3,2,332,8,REGULAR
3023,155,9,68.8,2,2,2,222,6,REGULAR
4310,306,7,68.7,1,2,2,122,5,REGULAR
4192,14,15,68.7,4,4,2,442,10,PROMISING
2929,434,4,68.7,1,1,2,112,4,REGULAR
3277,425,7,68.6,1,2,2,122,5,REGULAR
4672,55,7,68.6,4,2,2,422,8,PROMISING
1217,315,8,68.6,1,2,2,122,5,REGULAR
4103,157,9,68.5,2,2,2,222,6,REGULAR
1868,424,7,68.5,1,2,2,122,5,REGULAR
1304,135,7,68.5,3,2,2,322,7,REGULAR
1115,342,8,68.5,1,2,2,122,5,REGULAR
1722,125,13,68.46,3,4,2,342,9,REGULAR
1212,152,8,68.41,2,2,2,222,6,REGULAR
3459,147,9,68.41,2,2,2,222,6,REGULAR
1403,228,10,68.4,2,3,2,232,7,REGULAR
4928,134,3,68.4,3,1,2,312,6,REGULAR
4686,48,13,68.3,4,4,2,442,10,PROMISING
3222,147,10,68.22,2,3,2,232,7,REGULAR
2118,165,5,68.2,2,1,2,212,5,REGULAR
2247,213,11,68.15,2,3,2,232,7,REGULAR
2424,458,6,68.1,1,1,2,112,4,REGULAR
4931,240,14,68.1,2,4,2,242,8,REGULAR
4591,200,9,68.0,2,2,2,222,6,REGULAR
1550,230,7,67.95,2,2,2,222,6,REGULAR
4489,41,8,67.94,4,2,2,422,8,PROMISING
3664,214,8,67.9,2,2,2,222,6,REGULAR
2842,154,4,67.8,2,1,2,212,5,REGULAR
1937,74,13,67.8,3,4,2,342,9,REGULAR
2020,41,9,67.8,4,2,2,422,8,PROMISING
2462,280,5,67.78,1,1,2,112,4,REGULAR
4899,292,9,67.7,1,3,2,132,6,REGULAR
1867,276,11,67.7,1,3,2,132,6,REGULAR
2923,423,5,67.6,1,1,2,112,4,REGULAR
1125,41,11,67.56,4,3,2,432,9,PROMISING
2712,95,13,67.54,3,4,2,342,9,REGULAR
2583,279,5,67.51,1,1,2,112,4,REGULAR
4823,470,8,67.46,1,2,2,122,5,REGULAR
3698,122,11,67.45,3,3,2,332,8,REGULAR
3798,117,6,67.36,3,1,2,312,6,REGULAR
1815,122,11,67.3,3,3,2,332,8,REGULAR
2314,35,10,67.3,4,3,2,432,9,PROMISING
1128,178,10,67.25,2,3,2,232,7,REGULAR
2635,104,6,67.21,3,1,2,312,6,REGULAR
1747,378,11,67.2,1,3,2,132,6,REGULAR
1680,385,6,67.2,1,1,2,112,4,REGULAR
1831,355,7,67.15,1,2,2,122,5,REGULAR
4781,38,6,67.1,4,1,2,412,7,PROMISING
2914,30,9,67.1,4,3,2,432,9,PROMISING
4684,404,10,67.1,1,3,2,132,6,REGULAR
1270,249,6,67.06,2,1,2,212,5,REGULAR
3168,14,12,67.01,4,3,2,432,9,PROMISING
1829,194,8,67.0,2,2,2,222,6,REGULAR
1562,233,6,66.9,2,1,2,212,5,REGULAR
3650,166,6,66.9,2,1,2,212,5,REGULAR
1230,41,13,66.85,4,4,2,442,10,PROMISING
2402,115,10,66.83,3,3,2,332,8,REGULAR
4061,235,6,66.8,2,1,2,212,5,REGULAR
1883,55,10,66.7,4,3,2,432,9,PROMISING
2085,252,8,66.7,2,2,2,222,6,REGULAR
1784,95,7,66.7,3,2,2,322,7,REGULAR
1307,191,12,66.7,2,3,2,232,7,REGULAR
1140,187,8,66.7,2,2,2,222,6,REGULAR
4607,15,8,66.6,4,2,2,422,8,PROMISING
4294,27,14,66.6,4,4,2,442,10,PROMISING
2880,57,8,66.51,3,2,2,322,7,REGULAR
1518,19,7,66.46,4,2,2,422,8,PROMISING
4561,482,9,66.4,1,3,2,132,6,REGULAR
1070,420,4,66.4,1,1,2,112,4,REGULAR
3953,231,9,66.3,2,3,2,232,7,REGULAR
4360,310,6,66.25,1,1,2,112,4,REGULAR
4159,2,6,66.21,4,1,2,412,7,PROMISING
4748,15,12,66.2,4,3,2,432,9,PROMISING
4732,392,2,66.2,1,1,2,112,4,REGULAR
2780,80,6,66.2,3,1,2,312,6,REGULAR
3183,145,7,66.11,2,2,2,222,6,REGULAR
2044,14,9,66.01,4,3,2,432,9,PROMISING
2983,110,4,66.01,3,1,2,312,6,REGULAR
4075,359,8,66.0,1,2,2,122,5,REGULAR
1527,0,14,65.9,4,4,2,442,10,PROMISING
1082,596,5,65.8,1,1,2,112,4,REGULAR
2058,209,12,65.76,2,3,2,232,7,REGULAR
1795,271,4,65.75,2,1,2,212,5,REGULAR
2622,90,11,65.7,3,3,2,332,8,REGULAR
2917,582,6,65.7,1,1,2,112,4,REGULAR
4544,343,12,65.65,1,3,2,132,6,REGULAR
2261,184,13,65.51,2,4,2,242,8,REGULAR
2623,81,9,65.5,3,3,2,332,8,REGULAR
4238,18,8,65.5,4,2,2,422,8,PROMISING
1781,207,6,65.47,2,1,2,212,5,REGULAR
4403,101,11,65.46,3,3,2,332,8,REGULAR
3010,138,11,65.44,3,3,2,332,8,REGULAR
3612,94,14,65.44,3,4,2,342,9,REGULAR
4100,252,8,65.35,2,2,2,222,6,REGULAR
2528,72,7,65.31,3,2,2,322,7,REGULAR
3256,153,9,65.3,2,3,2,232,7,REGULAR
2165,115,12,65.3,3,3,2,332,8,REGULAR
3740,590,2,65.2,1,1,2,112,4,REGULAR
4532,31,6,65.1,4,1,2,412,7,PROMISING
3123,380,9,65.1,1,3,2,132,6,REGULAR
2749,191,7,65.1,2,2,2,222,6,REGULAR
4654,472,7,65.06,1,2,2,122,5,REGULAR
4348,263,12,65.01,2,3,2,232,7,REGULAR
1926,75,6,65.0,3,1,2,312,6,REGULAR
2257,229,8,64.9,2,2,2,222,6,REGULAR
3760,38,15,64.76,4,4,2,442,10,PROMISING
3516,17,7,64.7,4,2,2,422,8,PROMISING
3520,51,11,64.67,4,3,2,432,9,PROMISING
3394,17,7,64.66,4,2,2,422,8,PROMISING
4716,304,4,64.6,1,1,2,112,4,REGULAR
1031,76,7,64.6,3,2,2,322,7,REGULAR
3324,128,11,64.5,3,3,2,332,8,REGULAR
2420,94,9,64.5,3,3,2,332,8,REGULAR
3457,416,6,64.43,1,1,2,112,4,REGULAR
3802,76,4,64.4,3,1,2,312,6,REGULAR
4370,572,8,64.35,1,2,2,122,5,REGULAR
2470,230,11,64.31,2,3,2,232,7,REGULAR
3534,49,6,64.3,4,1,2,412,7,PROMISING
4381,91,6,64.3,3,1,2,312,6,REGULAR
2824,23,9,64.2,4,3,2,432,9,PROMISING
3374,125,5,64.2,3,1,2,312,6,REGULAR
2203,186,2,64.2,2,1,2,212,5,REGULAR
4260,44,12,64.2,4,3,2,432,9,PROMISING
2023,121,7,64.11,3,2,2,322,7,REGULAR
1332,28,15,64.1,4,4,2,442,10,PROMISING
2309,1,12,64.07,4,3,2,432,9,PROMISING
1195,56,6,64.06,4,1,2,412,7,PROMISING
4723,222,6,64.01,2,1,2,212,5,REGULAR
2503,325,2,63.9,1,1,2,112,4,REGULAR
3440,9,6,63.9,4,1,2,412,7,PROMISING
1274,538,7,63.88,1,2,2,122,5,REGULAR
3485,161,6,63.81,2,1,2,212,5,REGULAR
4457,118,10,63.8,3,3,2,332,8,REGULAR
1413,381,7,63.8,1,2,2,122,5,REGULAR
1319,134,9,63.8,3,3,2,332,8,REGULAR
3925,280,8,63.72,1,2,2,122,5,REGULAR
4582,47,9,63.7,4,3,2,432,9,PROMISING
4687,98,10,63.6,3,3,2,332,8,REGULAR
3837,232,5,63.6,2,1,2,212,5,REGULAR
4404,446,7,63.6,1,2,2,122,5,REGULAR
1514,128,10,63.54,3,3,2,332,8,REGULAR
2111,308,8,63.51,1,2,2,122,5,REGULAR
3567,87,5,63.51,3,1,2,312,6,REGULAR
4770,594,7,63.5,1,2,2,122,5,REGULAR
4602,126,3,63.5,3,1,2,312,6,REGULAR
3784,199,9,63.5,2,3,2,232,7,REGULAR
3895,564,10,63.45,1,3,2,132,6,REGULAR
2548,5,10,63.45,4,3,2,432,9,PROMISING
4390,344,5,63.4,1,1,2,112,4,REGULAR
4957,515,6,63.4,1,1,2,112,4,REGULAR
3984,330,6,63.4,1,1,2,112,4,REGULAR
3934,243,11,63.36,2,3,2,232,7,REGULAR
2823,439,5,63.3,1,1,2,112,4,REGULAR
1446,484,8,63.26,1,2,2,122,5,REGULAR
2807,180,11,63.21,2,3,2,232,7,REGULAR
2924,41,11,63.16,4,3,2,432,9,PROMISING
1351,307,6,63.11,1,1,2,112,4,REGULAR
2750,107,8,62.95,3,2,2,322,7,REGULAR
1718,291,7,62.95,1,2,2,122,5,REGULAR
2664,101,8,62.9,3,2,2,322,7,REGULAR
1249,445,5,62.8,1,1,2,112,4,REGULAR
3088,27,8,62.8,4,2,2,422,8,PROMISING
3705,114,11,62.8,3,3,2,332,8,REGULAR
2135,339,8,62.8,1,2,2,122,5,REGULAR
2260,61,8,62.75,3,2,2,322,7,REGULAR
4244,60,10,62.71,3,3,2,332,8,REGULAR
1362,85,5,62.71,3,1,2,312,6,REGULAR
2935,355,10,62.7,1,3,2,132,6,REGULAR
1774,145,12,62.65,2,3,2,232,7,REGULAR
2351,358,6,62.64,1,1,2,112,4,REGULAR
1644,535,5,62.62,1,1,2,112,4,REGULAR
3666,262,12,62.6,2,3,2,232,7,REGULAR
4193,122,8,62.54,3,2,2,322,7,REGULAR
1365,58,12,62.5,3,3,2,332,8,REGULAR
1846,31,12,62.5,4,3,2,432,9,PROMISING
1495,355,9,62.5,1,3,2,132,6,REGULAR
1903,295,10,62.46,1,3,2,132,6,REGULAR
2034,80,6,62.46,3,1,2,312,6,REGULAR
4578,478,9,62.44,1,3,2,132,6,REGULAR
2489,8,10,62.42,4,3,2,432,9,PROMISING
4726,175,8,62.41,2,2,2,222,6,REGULAR
4935,272,8,62.4,1,2,2,122,5,REGULAR
3690,223,12,62.4,2,3,2,232,7,REGULAR
3869,151,8,62.4,2,2,2,222,6,REGULAR
1295,160,8,62.35,2,2,2,222,6,REGULAR
4284,77,10,62.3,3,3,2,332,8,REGULAR
1049,116,8,62.3,3,2,2,322,7,REGULAR
3978,160,4,62.3,2,1,2,212,5,REGULAR
4604,21,4,62.3,4,1,2,412,7,PROMISING
2148,164,10,62.26,2,3,2,232,7,REGULAR
3952,61,9,62.16,3,3,2,332,8,REGULAR
3316,357,7,62.16,1,2,2,122,5,REGULAR
4475,271,5,62.1,2,1,2,212,5,REGULAR
2669,97,11,62.1,3,3,2,332,8,REGULAR
1207,46,8,62.06,4,2,2,422,8,PROMISING
4583,310,10,62.05,1,3,2,132,6,REGULAR
4876,312,8,61.9,1,2,2,122,5,REGULAR
4597,170,6,61.9,2,1,2,212,5,REGULAR
3961,6,10,61.9,4,3,2,432,9,PROMISING
2624,134,4,61.8,3,1,2,312,6,REGULAR
2698,340,8,61.8,1,2,2,122,5,REGULAR
2912,336,11,61.79,1,3,2,132,6,REGULAR
1331,31,9,61.76,4,3,2,432,9,PROMISING
3463,97,8,61.75,3,2,2,322,7,REGULAR
3086,270,12,61.74,2,3,2,232,7,REGULAR
4873,118,7,61.7,3,2,2,322,7,REGULAR
4157,360,6,61.7,1,1,2,112,4,REGULAR
1864,94,8,61.6,3,2,2,322,7,REGULAR
1202,161,10,61.6,2,3,2,232,7,REGULAR
1223,30,10,61.6,4,3,2,432,9,PROMISING
4410,79,11,61.55,3,3,2,332,8,REGULAR
3424,136,11,61.54,3,3,2,332,8,REGULAR
3927,21,9,61.51,4,3,2,432,9,PROMISING
2741,93,12,61.5,3,3,2,332,8,REGULAR
1849,188,8,61.42,2,2,2,222,6,REGULAR
4629,44,10,61.42,4,3,2,432,9,PROMISING
3145,44,8,61.41,4,2,2,422,8,PROMISING
4508,84,13,61.4,3,4,2,342,9,REGULAR
2115,42,7,61.4,4,2,2,422,8,PROMISING
4744,63,15,61.4,3,4,2,342,9,REGULAR
1678,46,8,61.4,4,2,2,422,8,PROMISING
4991,373,10,61.34,1,3,2,132,6,REGULAR
3754,342,6,61.3,1,1,2,112,4,REGULAR
3379,343,5,61.3,1,1,2,112,4,REGULAR
3020,125,8,61.3,3,2,2,322,7,REGULAR
2508,3,9,61.25,4,3,2,432,9,PROMISING
1904,256,6,61.2,2,1,2,212,5,REGULAR
1370,178,11,61.11,2,3,2,232,7,REGULAR
2639,48,8,61.1,4,2,2,422,8,PROMISING
1525,431,5,61.1,1,1,2,112,4,REGULAR
3987,133,11,61.05,3,3,2,332,8,REGULAR
4622,475,8,60.94,1,2,2,122,5,REGULAR
1629,205,6,60.9,2,1,2,212,5,REGULAR
4264,233,9,60.9,2,3,2,232,7,REGULAR
3616,420,7,60.9,1,2,2,122,5,REGULAR
2125,188,6,60.9,2,1,2,212,5,REGULAR
3742,130,4,60.86,3,1,2,312,6,REGULAR
4359,97,9,60.85,3,3,2,332,8,REGULAR
1298,156,7,60.8,2,2,2,222,6,REGULAR
4450,153,7,60.8,2,2,2,222,6,REGULAR
2945,164,5,60.8,2,1,2,212,5,REGULAR
2956,28,11,60.8,4,3,2,432,9,PROMISING
2606,338,8,60.71,1,2,2,122,5,REGULAR
3551,159,9,60.71,2,3,2,232,7,REGULAR
1489,190,13,60.71,2,4,2,242,8,REGULAR
3420,306,6,60.7,1,1,2,112,4,REGULAR
3220,53,12,60.7,4,3,2,432,9,PROMISING
4285,1,8,60.65,4,2,2,422,8,PROMISING
1003,323,8,60.65,1,2,2,122,5,REGULAR
2388,406,8,60.63,1,2,2,122,5,REGULAR
3912,358,7,60.6,1,2,2,122,5,REGULAR
2699,32,10,60.55,4,3,2,432,9,PROMISING
3219,148,7,60.55,2,2,2,222,6,REGULAR
1536,242,8,60.41,2,2,2,222,6,REGULAR
3921,419,8,60.4,1,2,2,122,5,REGULAR
2685,84,12,60.4,3,3,2,332,8,REGULAR
4016,253,6,60.4,2,1,2,212,5,REGULAR
4620,294,9,60.36,1,3,2,132,6,REGULAR
2927,330,10,60.36,1,3,2,132,6,REGULAR
2920,80,11,60.3,3,3,2,332,8,REGULAR
2904,104,9,60.3,3,3,2,332,8,REGULAR
3731,423,9,60.22,1,3,2,132,6,REGULAR
1533,53,6,60.14,4,1,2,412,7,PROMISING
1847,257,9,60.05,2,3,2,232,7,REGULAR
2422,49,10,60.01,4,3,2,432,9,PROMISING
3252,130,12,60.0,3,3,2,332,8,REGULAR
3452,59,8,60.0,3,2,2,322,7,REGULAR
4116,243,8,60.0,2,2,2,222,6,REGULAR
4954,97,8,60.0,3,2,2,322,7,REGULAR
4881,155,8,59.94,2,2,2,222,6,REGULAR
1822,302,12,59.91,1,3,2,132,6,REGULAR
1174,322,11,59.9,1,3,2,132,6,REGULAR
4965,80,4,59.9,3,1,2,312,6,REGULAR
3515,180,12,59.8,2,3,2,232,7,REGULAR
2172,303,5,59.8,1,1,2,112,4,REGULAR
3382,412,10,59.76,1,3,2,132,6,REGULAR
1346,236,7,59.71,2,2,2,222,6,REGULAR
4507,137,6,59.71,3,1,2,312,6,REGULAR
4664,218,8,59.6,2,2,2,222,6,REGULAR
2899,36,11,59.6,4,3,2,432,9,PROMISING
3157,448,7,59.52,1,2,2,122,5,REGULAR
4571,269,6,59.5,2,1,2,212,5,REGULAR
4053,283,6,59.5,1,1,2,112,4,REGULAR
2965,571,6,59.45,1,1,2,112,4,REGULAR
4665,307,8,59.42,1,2,2,122,5,REGULAR
1791,454,8,59.4,1,2,2,122,5,REGULAR
3006,3,7,59.3,4,2,2,422,8,PROMISING
2536,53,7,59.3,4,2,2,422,8,PROMISING
1902,29,7,59.22,4,2,2,422,8,PROMISING
2264,352,8,59.21,1,2,2,122,5,REGULAR
1512,101,10,59.21,3,3,2,332,8,REGULAR
4256,590,6,59.21,1,1,2,112,4,REGULAR
2802,380,8,59.2,1,2,2,122,5,REGULAR
2598,49,3,59.1,4,1,2,412,7,PROMISING
1064,158,7,59.1,2,2,2,222,6,REGULAR
4586,460,7,59.1,1,2,2,122,5,REGULAR
3838,16,6,59.1,4,1,2,412,7,PROMISING
2078,75,6,59.05,3,1,2,312,6,REGULAR
4593,134,10,59.0,3,3,2,332,8,REGULAR
3415,217,6,59.0,2,1,2,212,5,REGULAR
4477,318,7,58.95,1,2,2,122,5,REGULAR
4919,275,8,58.9,1,2,2,122,5,REGULAR
1214,354,6,58.9,1,1,2,112,4,REGULAR
1751,280,10,58.9,1,3,2,132,6,REGULAR
2195,173,8,58.77,2,2,2,222,6,REGULAR
1088,30,9,58.76,4,3,2,432,9,PROMISING
3772,94,8,58.72,3,2,2,322,7,REGULAR
2276,353,7,58.71,1,2,2,122,5,REGULAR
2994,536,6,58.7,1,1,2,112,4,REGULAR
1240,260,12,58.64,2,3,2,232,7,REGULAR
1764,45,11,58.6,4,3,2,432,9,PROMISING
2934,108,9,58.51,3,3,2,332,8,REGULAR
4377,310,11,58.5,1,3,2,132,6,REGULAR
1037,14,10,58.45,4,3,2,432,9,PROMISING
4254,138,6,58.42,3,1,2,312,6,REGULAR
3110,525,6,58.4,1,1,2,112,4,REGULAR
2557,68,6,58.4,3,1,2,312,6,REGULAR
2846,98,6,58.36,3,1,2,312,6,REGULAR
4369,127,10,58.3,3,3,2,332,8,REGULAR
3859,91,4,58.3,3,1,2,312,6,REGULAR
3021,334,10,58.3,1,3,2,132,6,REGULAR
4166,54,14,58.26,4,4,2,442,10,PROMISING
1995,201,15,58.22,2,4,2,242,8,REGULAR
1024,142,4,58.21,2,1,2,212,5,REGULAR
1056,51,6,58.2,4,1,2,412,7,PROMISING
1597,328,8,58.2,1,2,2,122,5,REGULAR
1306,40,9,58.19,4,3,2,432,9,PROMISING
4065,176,13,58.04,2,4,2,242,8,REGULAR
1348,104,6,58.0,3,1,2,312,6,REGULAR
2076,26,8,58.0,4,2,2,422,8,PROMISING
4833,295,7,57.95,1,2,2,122,5,REGULAR
4198,287,5,57.9,1,1,2,112,4,REGULAR
3861,176,9,57.85,2,3,2,232,7,REGULAR
1268,437,9,57.8,1,3,2,132,6,REGULAR
1095,61,8,57.76,3,2,2,322,7,REGULAR
3816,12,9,57.7,4,3,2,432,9,PROMISING
4161,97,5,57.61,3,1,2,312,6,REGULAR
1676,80,10,57.61,3,3,2,332,8,REGULAR
4009,169,11,57.6,2,3,2,232,7,REGULAR
2282,233,3,57.6,2,1,2,212,5,REGULAR
4125,199,11,57.6,2,3,2,232,7,REGULAR
1547,256,7,57.5,2,2,2,222,6,REGULAR
4219,75,8,57.5,3,2,2,322,7,REGULAR
1199,20,13,57.5,4,4,2,442,10,PROMISING
3851,234,7,57.5,2,2,2,222,6,REGULAR
2361,88,8,57.5,3,2,2,322,7,REGULAR
2531,493,4,57.5,1,1,2,112,4,REGULAR
1772,58,8,57.5,3,2,2,322,7,REGULAR
1763,3,7,57.45,4,2,2,422,8,PROMISING
2875,59,7,57.4,3,2,2,322,7,REGULAR
1246,366,8,57.4,1,2,2,122,5,REGULAR
1664,273,10,57.4,1,3,2,132,6,REGULAR
4035,149,12,57.4,2,3,2,232,7,REGULAR
2679,379,6,57.39,1,1,2,112,4,REGULAR
2471,139,9,57.3,2,3,2,232,7,REGULAR
4547,346,6,57.3,1,1,2,112,4,REGULAR
2326,31,9,57.3,4,3,2,432,9,PROMISING
3257,320,11,57.25,1,3,2,132,6,REGULAR
3840,155,10,57.22,2,3,2,232,7,REGULAR
4898,157,6,57.2,2,1,2,212,5,REGULAR
2657,223,6,57.2,2,1,2,212,5,REGULAR
1953,296,4,57.2,1,1,2,112,4,REGULAR
1578,190,8,57.2,2,2,2,222,6,REGULAR
3936,511,4,57.15,1,1,2,112,4,REGULAR
2472,347,8,57.1,1,2,2,122,5,REGULAR
4768,292,4,57.0,1,1,2,112,4,REGULAR
1302,92,10,56.96,3,3,2,332,8,REGULAR
1988,113,6,56.9,3,1,2,312,6,REGULAR
2506,3,8,56.9,4,2,2,422,8,PROMISING
3594,110,4,56.81,3,1,2,312,6,REGULAR
2158,151,11,56.8,2,3,2,232,7,REGULAR
2933,268,8,56.8,2,2,2,222,6,REGULAR
1843,24,9,56.65,4,3,2,432,9,PROMISING
4089,87,6,56.65,3,1,2,312,6,REGULAR
2371,122,6,56.6,3,1,2,312,6,REGULAR
3310,230,11,56.55,2,3,2,232,7,REGULAR
4443,415,7,56.5,1,2,2,122,5,REGULAR
2837,102,11,56.45,3,3,2,332,8,REGULAR
2444,196,8,56.44,2,2,2,222,6,REGULAR
3202,46,7,56.41,4,2,2,422,8,PROMISING
2106,36,12,56.4,4,3,2,432,9,PROMISING
3893,259,11,56.34,2,3,2,232,7,REGULAR
2671,156,8,56.3,2,2,2,222,6,REGULAR
4173,233,4,56.2,2,1,2,212,5,REGULAR
3055,134,5,56.2,3,1,2,312,6,REGULAR
4132,393,9,56.16,1,3,2,132,6,REGULAR
4619,197,5,56.11,2,1,2,212,5,REGULAR
1394,220,4,56.1,2,1,2,212,5,REGULAR
1498,63,8,56.1,3,2,2,322,7,REGULAR
3750,227,6,56.1,2,1,2,212,5,REGULAR
1739,213,4,55.9,2,1,2,212,5,REGULAR
3975,306,4,55.81,1,1,2,112,4,REGULAR
4705,222,10,55.81,2,3,2,232,7,REGULAR
2939,149,8,55.8,2,2,2,222,6,REGULAR
4343,9,7,55.78,4,2,2,422,8,PROMISING
4909,65,6,55.71,3,1,2,312,6,REGULAR
2458,129,6,55.7,3,1,2,312,6,REGULAR
3279,399,7,55.69,1,2,2,122,5,REGULAR
4966,339,6,55.6,1,1,2,112,4,REGULAR
3896,111,11,55.6,3,3,2,332,8,REGULAR
3265,21,7,55.5,4,2,2,422,8,PROMISING
1517,151,9,55.5,2,3,2,232,7,REGULAR
4752,226,8,55.45,2,2,2,222,6,REGULAR
3770,351,3,55.4,1,1,2,112,4,REGULAR
2010,11,12,55.34,4,3,2,432,9,PROMISING
3781,98,7,55.31,3,2,2,322,7,REGULAR
4709,509,6,55.3,1,1,2,112,4,REGULAR
2843,16,9,55.3,4,3,2,432,9,PROMISING
1717,51,8,55.3,4,2,2,422,8,PROMISING
2936,205,4,55.2,2,1,2,212,5,REGULAR
2074,10,11,55.2,4,3,2,432,9,PROMISING
2249,215,4,55.11,2,1,2,212,5,REGULAR
3696,423,5,55.1,1,1,2,112,4,REGULAR
1912,130,6,55.1,3,1,2,312,6,REGULAR
